X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
4.967141530112327,-1.3826430117118464,,15.230298564080254,-2.3415337472333597,-2.3413695694918055,15.792128155073915,7.674347291529088,-4.694743859349521,5.425600435859646,-4.634176928124623,-4.657297535702568,2.419622715660341,-19.13280244657798,-17.249178325130327,152.2736434621753
-5.622875292409727,-10.128311203344238,3.142473325952739,-9.08024075521211,-14.123037013352915,14.65648768921554,-2.2577630048653567,,-14.247481862134567,-5.443827245251827,1.1092258970986608,-11.509935774223027,3.7569801834567196,-6.006386899188049,-2.916937497932768,144.9476303064282
-6.017066122293969,18.522781845089376,-0.13497224737933922,-10.577109289559004,8.22544912103189,,2.088635950047554,-19.596701238797756,-13.281860488984305,1.9686123586912352,7.384665799954105,1.713682811899705,-1.1564828238824052,-3.011036955892888,-14.785219903674275,188.44907577179464
-7.198442083947087,-4.606387709597875,,3.436182895684614,-17.63040155362734,3.24083969394795,-3.8508228041631654,-6.769220003059587,6.116762888408679,10.30999522495951,9.312801191161986,,-3.092123758512146,3.3126343140356393,9.755451271223592,107.87569211661562
-4.791742378452899,-1.8565897666381712,-11.063349740060282,-11.962066240806708,8.12525822394198,13.562400285708229,-0.7201012158033384,10.03532897892024,3.6163602504763412,-6.451197546051243,3.6139560550841394,15.380365664659692,-0.35826039109951535,15.646436558140062,-26.197451040897445,-78.72474412552336
8.219025043752238,0.8704706823817122,-2.9900735046586746,0.917607765355023,-19.875689146008927,-2.1967188783751195,3.5711257151174642,14.778940447415161,-5.182702182736474,-8.084936028931876,-5.017570435845365,9.154021177020741,3.2875110965968446,-5.297602037670388,,-36.42523043471263
0.9707754934804038,9.686449905328892,-7.020530938773524,-3.2766214659776822,-3.921081531321576,-14.635149481321186,2.9612027706457607,2.6105527217988933,0.051134566424608896,-2.345871333751469,-14.153707420504142,-4.20645322765359,-3.427145165267695,-8.02277269221619,-1.6128571166600914,-20.603859280334227
4.040508568145384,18.861859012105302,1.7457781283183895,2.5755039072276436,-0.7444591576616721,-19.187712152990414,-0.2651387544921688,0.6023020994102644,24.63242112485286,-1.9236096478112252,3.0154734233361244,,-11.68678037619532,11.428228145150205,7.519330326867742,-57.810638254889255
7.910319470430469,-9.09387454794739,14.027943109360992,-14.018510627922808,5.868570938002703,21.904556258099785,-9.905363251306884,-5.662977296027719,0.9965136508764122,-5.034756541161992,-15.506634310661326,,-10.623037137261049,4.735924306351816,-9.19424234233803,-85.20737143899042
15.499344050175395,-7.832532923362371,-3.220615162056756,8.135172173696697,-12.308643164339552,2.274599346041294,13.071427542824281,,1.846338585323042,2.5988279424842355,7.818228717773104,-12.36950710878082,-13.204566130842764,5.219415656168977,2.9698467323318605,42.85582793988679
